,Agent Name,Ability 1,Ability 2,Ability 3,Ultimate
0,Sage,10.3,9.6,11.5,1.6
1,Reyna,7.5,5.1,13.9,1.7
2,Jett,7.7,10.5,13.0,2.2
3,Raze,11.0,13.9,11.0,2.3
4,Killjoy,11.9,8.7,21.6,2.4
5,Omen,6.2,26.0,4.7,1.8
6,Sova,11.7,22.9,4.7,2.0
7,Viper,7.6,15.7,9.1,1.7
8,Phoenix,11.4,7.9,4.1,3.4
9,Brimstone,8.2,32.1,7.2,2.3
10,Skye,8.2,17.3,3.0,3.2
11,Cypher,22.8,14.9,26.4,2.1
12,Yoru,14.0,17.3,8.3,3.2
13,Breach,15.0,14.3,6.5,2.3
14,Astra,4.8,22.5,6.4,2.2
