,Agent Name,Ability 1,Ability 2,Ability 3,Ultimate
0,Sage,8.7,8.9,10.1,1.5
1,Reyna,7.6,4.6,13.5,1.6
2,Jett,7.3,10.5,12.4,2.1
3,Raze,9.8,13.4,10.8,2.1
4,Killjoy,11.5,8.7,19.7,2.3
5,Sova,12.6,23.5,5.1,2.0
6,Viper,8.1,15.5,10.7,1.8
7,Omen,5.9,25.1,5.7,1.8
8,Phoenix,11.8,7.4,3.4,3.0
9,Brimstone,7.5,28.2,6.6,2.4
10,Skye,7.8,19.8,3.3,3.3
11,Cypher,16.9,13.9,23.5,2.1
12,Yoru,13.0,17.5,7.6,3.0
13,Breach,13.5,11.7,5.3,2.0
14,Astra,3.1,26.2,7.5,2.2
