,Agent Name,Ability 1,Ability 2,Ability 3,Ultimate
0,Sage,11.4,9.8,11.8,1.8
1,Reyna,8.3,5.0,14.2,1.7
2,Jett,7.7,11.6,13.7,2.6
3,Omen,6.7,28.6,5.1,2.0
4,Raze,12.5,15.2,11.9,2.4
5,Killjoy,12.0,8.5,22.8,2.5
6,Sova,13.3,24.2,6.6,2.0
7,Viper,10.4,16.9,11.5,2.1
8,Phoenix,12.8,8.4,3.8,3.4
9,Brimstone,8.8,32.8,8.4,2.5
10,Skye,8.0,20.4,3.6,3.5
11,Cypher,21.4,14.6,24.4,2.4
12,Breach,16.1,14.2,7.4,2.4
13,Yoru,14.7,19.3,7.2,3.3
14,Astra,4.7,27.4,8.6,2.1
