,Agent Name,Ability 1,Ability 2,Ability 3,Ultimate
0,Jett,7.3,13.8,15.2,2.8
1,Reyna,8.0,5.1,12.5,1.8
2,Sova,18.1,25.5,9.9,2.2
3,Sage,14.5,9.7,13.4,2.0
4,Raze,14.1,17.1,12.4,2.4
5,Cypher,24.0,17.4,28.1,2.5
6,Viper,11.0,18.7,15.0,2.1
7,Omen,8.2,31.3,5.9,1.9
8,Killjoy,12.8,8.5,24.5,2.6
9,Skye,9.4,33.0,2.8,3.8
10,Brimstone,8.4,36.7,9.6,2.9
11,Astra,3.5,25.7,10.5,1.7
12,Breach,24.4,23.4,7.2,3.2
13,Phoenix,17.2,12.0,3.2,3.7
14,Yoru,11.3,18.3,11.5,3.0
