,Agent Name,Ability 1,Ability 2,Ability 3,Ultimate
0,Sage,8.1,8.6,10.0,1.5
1,Raze,8.4,12.8,10.6,2.0
2,Jett,7.3,9.6,11.6,1.7
3,Reyna,6.5,3.9,12.5,1.3
4,Viper,7.0,13.7,10.5,1.4
5,Killjoy,10.2,8.8,18.0,2.3
6,Phoenix,7.6,6.1,2.8,2.6
7,Omen,5.4,19.9,4.9,1.4
8,Sova,8.1,21.9,3.2,1.8
9,Brimstone,7.5,27.3,6.1,2.2
10,Skye,8.6,17.0,3.3,2.7
11,Yoru,11.7,16.8,4.0,2.2
12,Cypher,14.7,14.6,22.5,2.3
13,Breach,13.0,10.9,5.7,1.8
14,Astra,3.3,16.5,7.0,2.3
