,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,First Blood,Num Matches
0,Sage,0.83,11.6,13.9,4.5,57.4%,17.8%,172,10.9%,"3,111"
1,Reyna,1.06,15.7,14.8,4.6,53.3%,13.1%,240,17%,"2,295"
2,Raze,0.91,13.4,14.7,5.3,47.4%,11.1%,210,12.9%,"1,938"
3,Jett,0.94,14.3,15.2,4.0,52.9%,9.9%,214,21.4%,"1,734"
4,Sova,0.96,13.0,13.5,5.4,64.3%,8.2%,185,9.6%,"1,428"
5,Killjoy,0.97,13.5,13.9,4.4,33.3%,7.9%,209,7.9%,"1,377"
6,Omen,0.89,13.6,15.3,5.0,63.6%,6.4%,187,11%,"1,122"
7,Viper,0.93,13.2,14.2,5.8,44.4%,5.2%,194,9.7%,918
8,Phoenix,1.08,15.7,14.4,3.7,55.6%,5.2%,229,15.2%,918
9,Skye,1.02,14.7,14.4,4.4,69.2%,3.8%,203,11.5%,663
10,Brimstone,0.97,13.3,13.8,7.6,75%,3.5%,194,11.9%,612
11,Cypher,0.74,9.6,13.0,3.7,60%,2.9%,150,16.7%,510
12,Yoru,0.93,16.1,17.4,4.1,37.5%,2.3%,222,18.6%,408
13,Breach,0.83,12.6,15.1,5.1,28.6%,2%,181,13.6%,357
14,Astra,0.69,10.0,14.5,6.5,50%,0.6%,176,5%,102
