,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,First Blood,Num Matches
0,Jett,1.14,18.5,16.2,4.0,56.7%,18.3%,256,18.9%,"3,060"
1,Sage,0.90,12.7,14.1,4.5,45.7%,14%,185,8%,"2,346"
2,Reyna,1.15,18.0,15.7,4.2,55.8%,13.1%,251,16.6%,"2,193"
3,Omen,1.03,15.9,15.5,6.3,45.5%,10.1%,216,11.2%,"1,683"
4,Sova,0.90,13.8,15.3,6.1,33.3%,7.3%,201,12.4%,"1,224"
5,Killjoy,0.94,14.1,15.0,4.7,39.1%,7%,202,8%,"1,173"
6,Raze,1.01,15.5,15.4,5.2,52.2%,7%,241,18.5%,"1,173"
7,Cypher,1.04,16.3,15.6,4.6,41.2%,5.2%,212,7.6%,867
8,Brimstone,0.96,15.1,15.6,6.1,43.8%,4.9%,207,10.8%,816
9,Phoenix,1.05,16.3,15.5,4.2,35.7%,4.3%,245,17.1%,714
10,Skye,0.97,14.8,15.2,4.0,44.4%,2.7%,196,15.8%,459
11,Viper,0.93,14.4,15.6,4.7,57.1%,2.1%,189,13.9%,357
12,Astra,1.06,16.5,15.5,5.7,50%,1.8%,211,11.1%,306
13,Yoru,0.99,15.8,16.0,4.0,50%,1.8%,215,12.6%,306
14,Breach,0.61,11.0,18.0,7.0,0%,0.3%,142,9.1%,51
