,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,First Blood,Num Matches
0,Reyna,1.12,17.5,15.6,4.1,48.3%,16%,253,18.1%,"6,120"
1,Jett,1.14,17.2,15.0,4.0,49.5%,14.3%,249,18.3%,"5,457"
2,Sage,0.92,13.5,14.7,4.8,54.6%,13%,189,12.7%,"4,947"
3,Killjoy,1.07,14.7,13.7,4.1,51.4%,9.3%,214,8.8%,"3,570"
4,Omen,1.02,14.8,14.5,5.7,63.8%,9.2%,214,13.5%,"3,519"
5,Raze,1.11,16.8,15.1,5.0,44.4%,8.4%,247,16%,"3,213"
6,Sova,1.01,14.9,14.8,6.0,45.7%,6.1%,217,11.1%,"2,346"
7,Phoenix,1.10,15.9,14.4,3.5,47.8%,6.1%,235,13.9%,"2,346"
8,Brimstone,0.87,12.5,14.3,7.0,38.7%,4.1%,189,11.9%,"1,581"
9,Viper,1.03,16.4,15.9,7.0,53.6%,3.7%,220,9.4%,"1,428"
10,Cypher,0.99,14.8,14.9,4.7,45.5%,2.9%,200,11%,"1,122"
11,Yoru,1.03,15.7,15.3,3.8,46.2%,1.7%,215,12.3%,663
12,Breach,1.12,16.8,15.0,6.5,61.5%,1.7%,230,11.4%,663
13,Skye,1.02,16.1,15.8,3.4,41.7%,1.6%,210,13%,612
14,Astra,0.92,12.6,13.7,4.3,41.7%,1.6%,205,11.9%,612
